InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-538300,PROD-001,Wireless Mouse,7,29-09-2025 13:18,25,CUST-1110,United Kingdom
INV-538300,PROD-002,Mechanical Keyboard,21,29-09-2025 13:18,85,CUST-1110,United Kingdom
INV-538301,PROD-002,Mechanical Keyboard,2,29-09-2025 15:04,85,CUST-1117,France
INV-538302,PROD-007,Ergonomic Office Chair,1,29-09-2025 15:18,199,CUST-1114,United Kingdom
INV-538302,PROD-006,Desk Mat,2,29-09-2025 15:18,15.5,CUST-1114,United Kingdom
INV-538302,PROD-003,USB-C Hub,1,29-09-2025 15:18,35,CUST-1114,United Kingdom
INV-538302,PROD-001,Wireless Mouse,2,29-09-2025 15:18,25,CUST-1114,United Kingdom
INV-538303,PROD-006,Desk Mat,1,30-09-2025 11:45,15.5,CUST-1177,United Kingdom
INV-538303,PROD-005,Bluetooth Headphones,1,30-09-2025 11:45,59.99,CUST-1177,United Kingdom
INV-538304,PROD-006,Desk Mat,1,30-09-2025 12:23,15.5,CUST-1074,France
INV-538304,PROD-008,Laptop Stand,1,30-09-2025 12:23,29.99,CUST-1074,France
INV-538304,PROD-001,Wireless Mouse,2,30-09-2025 12:23,25,CUST-1074,France
INV-538304,PROD-007,Ergonomic Office Chair,1,30-09-2025 12:23,199,CUST-1074,France
INV-538305,PROD-002,Mechanical Keyboard,5,30-09-2025 12:43,85,CUST-1100,France
INV-538305,PROD-006,Desk Mat,5,30-09-2025 12:43,15.5,CUST-1100,France
INV-538305,PROD-003,USB-C Hub,5,30-09-2025 12:43,35,CUST-1100,France
INV-538305,PROD-004,27-inch Monitor,5,30-09-2025 12:43,249.99,CUST-1100,France
INV-538306,PROD-003,USB-C Hub,2,30-09-2025 12:46,35,CUST-1011,United Kingdom
INV-538306,PROD-002,Mechanical Keyboard,2,30-09-2025 12:46,85,CUST-1011,United Kingdom
INV-538306,PROD-006,Desk Mat,2,30-09-2025 12:46,15.5,CUST-1011,United Kingdom
INV-538307,PROD-006,Desk Mat,3,30-09-2025 13:49,15.5,CUST-1081,United Kingdom
INV-538307,PROD-007,Ergonomic Office Chair,1,30-09-2025 13:49,199,CUST-1081,United Kingdom
INV-538307,PROD-008,Laptop Stand,3,30-09-2025 13:49,29.99,CUST-1081,United Kingdom
INV-538308,PROD-003,USB-C Hub,6,30-09-2025 16:17,35,CUST-1015,United Kingdom
INV-538308,PROD-006,Desk Mat,12,30-09-2025 16:17,15.5,CUST-1015,United Kingdom
INV-538309,PROD-005,Bluetooth Headphones,14,30-09-2025 16:32,59.99,CUST-1130,United Kingdom
INV-538309,PROD-003,USB-C Hub,21,30-09-2025 16:32,35,CUST-1130,United Kingdom
INV-538309,PROD-002,Mechanical Keyboard,21,30-09-2025 16:32,85,CUST-1130,United Kingdom
INV-538310,PROD-002,Mechanical Keyboard,2,30-09-2025 16:57,85,CUST-1081,United Kingdom
INV-538310,PROD-004,27-inch Monitor,2,30-09-2025 16:57,249.99,CUST-1081,United Kingdom
INV-538310,PROD-005,Bluetooth Headphones,3,30-09-2025 16:57,59.99,CUST-1081,United Kingdom
INV-538310,PROD-003,USB-C Hub,1,30-09-2025 16:57,35,CUST-1081,United Kingdom
INV-538311,PROD-002,Mechanical Keyboard,3,30-09-2025 17:44,85,CUST-1027,United Kingdom
INV-538312,PROD-006,Desk Mat,10,01-10-2025 09:17,15.5,CUST-1080,United Kingdom
INV-538312,PROD-002,Mechanical Keyboard,10,01-10-2025 09:17,85,CUST-1080,United Kingdom
INV-538313,PROD-003,USB-C Hub,2,01-10-2025 14:53,35,CUST-1133,France
INV-538314,PROD-002,Mechanical Keyboard,3,02-10-2025 11:17,85,CUST-1040,France
INV-538314,PROD-003,USB-C Hub,3,02-10-2025 11:17,35,CUST-1040,France
INV-538314,PROD-007,Ergonomic Office Chair,6,02-10-2025 11:17,199,CUST-1040,France
INV-538315,PROD-008,Laptop Stand,2,02-10-2025 11:55,29.99,CUST-1066,United Kingdom
INV-538315,PROD-002,Mechanical Keyboard,3,02-10-2025 11:55,85,CUST-1066,United Kingdom
INV-538315,PROD-005,Bluetooth Headphones,1,02-10-2025 11:55,59.99,CUST-1066,United Kingdom
INV-538315,PROD-003,USB-C Hub,3,02-10-2025 11:55,35,CUST-1066,United Kingdom
INV-538316,PROD-006,Desk Mat,2,02-10-2025 13:43,15.5,CUST-1012,United Kingdom
INV-538316,PROD-002,Mechanical Keyboard,3,02-10-2025 13:43,85,CUST-1012,United Kingdom
INV-538316,PROD-005,Bluetooth Headphones,2,02-10-2025 13:43,59.99,CUST-1012,United Kingdom
INV-538316,PROD-003,USB-C Hub,1,02-10-2025 13:43,35,CUST-1012,United Kingdom
INV-538317,PROD-002,Mechanical Keyboard,1,02-10-2025 14:38,85,CUST-1159,United Kingdom
INV-538317,PROD-005,Bluetooth Headphones,2,02-10-2025 14:38,59.99,CUST-1159,United Kingdom
INV-538317,PROD-007,Ergonomic Office Chair,2,02-10-2025 14:38,199,CUST-1159,United Kingdom
INV-538318,PROD-002,Mechanical Keyboard,1,03-10-2025 10:23,85,CUST-1048,United Kingdom
INV-538318,PROD-004,27-inch Monitor,2,03-10-2025 10:23,249.99,CUST-1048,United Kingdom
INV-538319,PROD-004,27-inch Monitor,1,03-10-2025 11:52,249.99,CUST-1139,United Kingdom
INV-538320,PROD-001,Wireless Mouse,1,03-10-2025 15:16,25,CUST-1031,France
INV-538320,PROD-008,Laptop Stand,1,03-10-2025 15:16,29.99,CUST-1031,France
INV-538320,PROD-005,Bluetooth Headphones,3,03-10-2025 15:16,59.99,CUST-1031,France
INV-538321,PROD-006,Desk Mat,6,03-10-2025 15:52,15.5,CUST-1110,Germany
INV-538321,PROD-003,USB-C Hub,12,03-10-2025 15:52,35,CUST-1110,Germany
INV-538322,PROD-006,Desk Mat,7,03-10-2025 17:46,15.5,CUST-1065,United Kingdom
INV-538322,PROD-002,Mechanical Keyboard,14,03-10-2025 17:46,85,CUST-1065,United Kingdom
INV-538322,PROD-005,Bluetooth Headphones,21,03-10-2025 17:46,59.99,CUST-1065,United Kingdom
INV-538323,PROD-001,Wireless Mouse,2,04-10-2025 09:14,25,CUST-1039,Germany
INV-538323,PROD-007,Ergonomic Office Chair,3,04-10-2025 09:14,199,CUST-1039,Germany
INV-538324,PROD-008,Laptop Stand,3,04-10-2025 10:29,29.99,CUST-1072,United Kingdom
INV-538324,PROD-004,27-inch Monitor,1,04-10-2025 10:29,249.99,CUST-1072,United Kingdom
INV-538324,PROD-002,Mechanical Keyboard,1,04-10-2025 10:29,85,CUST-1072,United Kingdom
INV-538324,PROD-007,Ergonomic Office Chair,3,04-10-2025 10:29,199,CUST-1072,United Kingdom
INV-538325,PROD-003,USB-C Hub,21,04-10-2025 11:40,35,CUST-1170,United Kingdom
INV-538325,PROD-001,Wireless Mouse,7,04-10-2025 11:40,25,CUST-1170,United Kingdom
INV-538325,PROD-002,Mechanical Keyboard,14,04-10-2025 11:40,85,CUST-1170,United Kingdom
INV-538325,PROD-008,Laptop Stand,21,04-10-2025 11:40,29.99,CUST-1170,United Kingdom
INV-538326,PROD-008,Laptop Stand,2,04-10-2025 11:58,29.99,CUST-1088,United Kingdom
INV-538326,PROD-007,Ergonomic Office Chair,2,04-10-2025 11:58,199,CUST-1088,United Kingdom
INV-538326,PROD-003,USB-C Hub,1,04-10-2025 11:58,35,CUST-1088,United Kingdom
INV-538327,PROD-003,USB-C Hub,1,04-10-2025 13:17,35,CUST-1147,Germany
INV-538328,PROD-001,Wireless Mouse,1,04-10-2025 13:42,25,CUST-1151,France
INV-538329,PROD-008,Laptop Stand,15,04-10-2025 14:05,29.99,CUST-1150,Germany
INV-538330,PROD-007,Ergonomic Office Chair,3,05-10-2025 09:17,199,CUST-1007,United Kingdom
INV-538330,PROD-002,Mechanical Keyboard,3,05-10-2025 09:17,85,CUST-1007,United Kingdom
INV-538330,PROD-005,Bluetooth Headphones,3,05-10-2025 09:17,59.99,CUST-1007,United Kingdom
INV-538331,PROD-002,Mechanical Keyboard,9,05-10-2025 10:44,85,CUST-1095,France
INV-538331,PROD-006,Desk Mat,3,05-10-2025 10:44,15.5,CUST-1095,France
INV-538331,PROD-008,Laptop Stand,9,05-10-2025 10:44,29.99,CUST-1095,France
INV-538331,PROD-007,Ergonomic Office Chair,3,05-10-2025 10:44,199,CUST-1095,France
INV-538332,PROD-008,Laptop Stand,2,05-10-2025 16:38,29.99,CUST-1046,United Kingdom
INV-538332,PROD-005,Bluetooth Headphones,2,05-10-2025 16:38,59.99,CUST-1046,United Kingdom
INV-538332,PROD-006,Desk Mat,3,05-10-2025 16:38,15.5,CUST-1046,United Kingdom
INV-538332,PROD-003,USB-C Hub,3,05-10-2025 16:38,35,CUST-1046,United Kingdom
INV-538333,PROD-006,Desk Mat,3,05-10-2025 17:08,15.5,CUST-1149,United Kingdom
INV-538334,PROD-005,Bluetooth Headphones,1,05-10-2025 17:18,59.99,CUST-1056,United Kingdom
INV-538334,PROD-006,Desk Mat,1,05-10-2025 17:18,15.5,CUST-1056,United Kingdom
INV-538334,PROD-007,Ergonomic Office Chair,1,05-10-2025 17:18,199,CUST-1056,United Kingdom
INV-538335,PROD-001,Wireless Mouse,1,05-10-2025 17:47,25,CUST-1009,United Kingdom
INV-538335,PROD-002,Mechanical Keyboard,3,05-10-2025 17:47,85,CUST-1009,United Kingdom
INV-538335,PROD-004,27-inch Monitor,1,05-10-2025 17:47,249.99,CUST-1009,United Kingdom
INV-538336,PROD-005,Bluetooth Headphones,3,06-10-2025 14:15,59.99,CUST-1186,United Kingdom
INV-538336,PROD-008,Laptop Stand,1,06-10-2025 14:15,29.99,CUST-1186,United Kingdom
INV-538336,PROD-006,Desk Mat,1,06-10-2025 14:15,15.5,CUST-1186,United Kingdom
INV-538336,PROD-003,USB-C Hub,3,06-10-2025 14:15,35,CUST-1186,United Kingdom
INV-538337,PROD-006,Desk Mat,2,06-10-2025 15:25,15.5,CUST-1097,France
INV-538337,PROD-004,27-inch Monitor,3,06-10-2025 15:25,249.99,CUST-1097,France
INV-538337,PROD-002,Mechanical Keyboard,3,06-10-2025 15:25,85,CUST-1097,France
INV-538338,PROD-002,Mechanical Keyboard,3,06-10-2025 16:07,85,CUST-1109,United Kingdom
INV-538338,PROD-005,Bluetooth Headphones,3,06-10-2025 16:07,59.99,CUST-1109,United Kingdom
INV-538338,PROD-007,Ergonomic Office Chair,3,06-10-2025 16:07,199,CUST-1109,United Kingdom
INV-538339,PROD-004,27-inch Monitor,1,06-10-2025 17:42,249.99,CUST-1021,United Kingdom
INV-538339,PROD-002,Mechanical Keyboard,3,06-10-2025 17:42,85,CUST-1021,United Kingdom
INV-538340,PROD-006,Desk Mat,1,06-10-2025 17:53,15.5,CUST-1147,United Kingdom
INV-538340,PROD-008,Laptop Stand,2,06-10-2025 17:53,29.99,CUST-1147,United Kingdom
INV-538341,PROD-004,27-inch Monitor,1,07-10-2025 10:06,249.99,CUST-1087,France
INV-538341,PROD-002,Mechanical Keyboard,2,07-10-2025 10:06,85,CUST-1087,France
INV-538342,PROD-004,27-inch Monitor,6,07-10-2025 10:14,249.99,CUST-1025,Germany
INV-538342,PROD-003,USB-C Hub,9,07-10-2025 10:14,35,CUST-1025,Germany
INV-538343,PROD-001,Wireless Mouse,1,07-10-2025 10:48,25,CUST-1074,United Kingdom
INV-538343,PROD-006,Desk Mat,1,07-10-2025 10:48,15.5,CUST-1074,United Kingdom
INV-538344,PROD-007,Ergonomic Office Chair,8,07-10-2025 10:52,199,CUST-1140,United Kingdom
INV-538345,PROD-008,Laptop Stand,3,07-10-2025 13:37,29.99,CUST-1114,United Kingdom
INV-538346,PROD-002,Mechanical Keyboard,6,07-10-2025 14:33,85,CUST-1120,United Kingdom
INV-538347,PROD-005,Bluetooth Headphones,3,07-10-2025 16:08,59.99,CUST-1126,France
INV-538347,PROD-008,Laptop Stand,3,07-10-2025 16:08,29.99,CUST-1126,France
INV-538347,PROD-006,Desk Mat,2,07-10-2025 16:08,15.5,CUST-1126,France
INV-538347,PROD-004,27-inch Monitor,2,07-10-2025 16:08,249.99,CUST-1126,France
INV-538348,PROD-008,Laptop Stand,8,07-10-2025 16:35,29.99,CUST-1195,United Kingdom
INV-538349,PROD-007,Ergonomic Office Chair,3,07-10-2025 17:38,199,CUST-1136,France
INV-538350,PROD-002,Mechanical Keyboard,15,08-10-2025 10:44,85,CUST-1030,United Kingdom
INV-538350,PROD-001,Wireless Mouse,5,08-10-2025 10:44,25,CUST-1030,United Kingdom
INV-538350,PROD-006,Desk Mat,15,08-10-2025 10:44,15.5,CUST-1030,United Kingdom
INV-538350,PROD-003,USB-C Hub,5,08-10-2025 10:44,35,CUST-1030,United Kingdom
INV-538351,PROD-006,Desk Mat,3,08-10-2025 12:10,15.5,CUST-1124,United Kingdom
INV-538352,PROD-005,Bluetooth Headphones,3,08-10-2025 14:19,59.99,CUST-1103,United Kingdom
INV-538353,PROD-005,Bluetooth Headphones,6,08-10-2025 14:32,59.99,CUST-1025,Germany
INV-538354,PROD-005,Bluetooth Headphones,3,08-10-2025 16:23,59.99,CUST-1084,United Kingdom
INV-538355,PROD-004,27-inch Monitor,1,08-10-2025 17:32,249.99,CUST-1009,United Kingdom
INV-538356,PROD-006,Desk Mat,2,08-10-2025 17:33,15.5,CUST-1072,United Kingdom
INV-538356,PROD-005,Bluetooth Headphones,1,08-10-2025 17:33,59.99,CUST-1072,United Kingdom
INV-538356,PROD-001,Wireless Mouse,3,08-10-2025 17:33,25,CUST-1072,United Kingdom
INV-538356,PROD-007,Ergonomic Office Chair,2,08-10-2025 17:33,199,CUST-1072,United Kingdom
INV-538357,PROD-003,USB-C Hub,12,09-10-2025 09:54,35,CUST-1020,United Kingdom
INV-538357,PROD-005,Bluetooth Headphones,6,09-10-2025 09:54,59.99,CUST-1020,United Kingdom
INV-538357,PROD-008,Laptop Stand,6,09-10-2025 09:54,29.99,CUST-1020,United Kingdom
INV-538358,PROD-005,Bluetooth Headphones,1,09-10-2025 10:22,59.99,CUST-1034,United Kingdom
INV-538359,PROD-001,Wireless Mouse,2,09-10-2025 12:39,25,CUST-1073,United Kingdom
INV-538359,PROD-008,Laptop Stand,3,09-10-2025 12:39,29.99,CUST-1073,United Kingdom
INV-538360,PROD-008,Laptop Stand,1,09-10-2025 15:29,29.99,CUST-1181,United Kingdom
INV-538361,PROD-006,Desk Mat,3,09-10-2025 16:18,15.5,CUST-1018,Germany
INV-538361,PROD-004,27-inch Monitor,3,09-10-2025 16:18,249.99,CUST-1018,Germany
INV-538361,PROD-001,Wireless Mouse,2,09-10-2025 16:18,25,CUST-1018,Germany
INV-538361,PROD-002,Mechanical Keyboard,1,09-10-2025 16:18,85,CUST-1018,Germany
INV-538362,PROD-002,Mechanical Keyboard,1,09-10-2025 17:59,85,CUST-1037,United Kingdom
INV-538362,PROD-008,Laptop Stand,3,09-10-2025 17:59,29.99,CUST-1037,United Kingdom
INV-538363,PROD-003,USB-C Hub,9,10-10-2025 10:24,35,CUST-1105,United Kingdom
INV-538363,PROD-004,27-inch Monitor,9,10-10-2025 10:24,249.99,CUST-1105,United Kingdom
INV-538364,PROD-006,Desk Mat,12,10-10-2025 10:30,15.5,CUST-1180,United Kingdom
INV-538365,PROD-004,27-inch Monitor,1,10-10-2025 11:22,249.99,CUST-1072,United Kingdom
INV-538365,PROD-005,Bluetooth Headphones,1,10-10-2025 11:22,59.99,CUST-1072,United Kingdom
INV-538365,PROD-008,Laptop Stand,1,10-10-2025 11:22,29.99,CUST-1072,United Kingdom
INV-538366,PROD-006,Desk Mat,8,10-10-2025 13:56,15.5,CUST-1100,United Kingdom
INV-538366,PROD-001,Wireless Mouse,8,10-10-2025 13:56,25,CUST-1100,United Kingdom
INV-538366,PROD-008,Laptop Stand,8,10-10-2025 13:56,29.99,CUST-1100,United Kingdom
INV-538366,PROD-003,USB-C Hub,4,10-10-2025 13:56,35,CUST-1100,United Kingdom
INV-538367,PROD-007,Ergonomic Office Chair,1,10-10-2025 14:49,199,CUST-1074,United Kingdom
INV-538367,PROD-003,USB-C Hub,2,10-10-2025 14:49,35,CUST-1074,United Kingdom
INV-538368,PROD-008,Laptop Stand,1,10-10-2025 14:52,29.99,CUST-1186,United Kingdom
INV-538368,PROD-002,Mechanical Keyboard,3,10-10-2025 14:52,85,CUST-1186,United Kingdom
INV-538368,PROD-006,Desk Mat,2,10-10-2025 14:52,15.5,CUST-1186,United Kingdom
INV-538369,PROD-001,Wireless Mouse,6,10-10-2025 14:54,25,CUST-1065,Germany
INV-538369,PROD-005,Bluetooth Headphones,6,10-10-2025 14:54,59.99,CUST-1065,Germany
INV-538370,PROD-006,Desk Mat,3,10-10-2025 16:06,15.5,CUST-1059,Germany
INV-538370,PROD-001,Wireless Mouse,3,10-10-2025 16:06,25,CUST-1059,Germany
INV-538370,PROD-008,Laptop Stand,3,10-10-2025 16:06,29.99,CUST-1059,Germany
INV-538371,PROD-003,USB-C Hub,2,10-10-2025 16:41,35,CUST-1188,United Kingdom
INV-538372,PROD-003,USB-C Hub,1,10-10-2025 17:51,35,CUST-1129,France
INV-538372,PROD-002,Mechanical Keyboard,3,10-10-2025 17:51,85,CUST-1129,France
INV-538372,PROD-008,Laptop Stand,2,10-10-2025 17:51,29.99,CUST-1129,France
INV-538372,PROD-001,Wireless Mouse,1,10-10-2025 17:51,25,CUST-1129,France
INV-538373,PROD-001,Wireless Mouse,3,11-10-2025 09:53,25,CUST-1039,France
INV-538373,PROD-004,27-inch Monitor,1,11-10-2025 09:53,249.99,CUST-1039,France
INV-538373,PROD-006,Desk Mat,1,11-10-2025 09:53,15.5,CUST-1039,France
INV-538374,PROD-004,27-inch Monitor,1,11-10-2025 10:41,249.99,CUST-1086,France
INV-538374,PROD-008,Laptop Stand,1,11-10-2025 10:41,29.99,CUST-1086,France
INV-538374,PROD-001,Wireless Mouse,3,11-10-2025 10:41,25,CUST-1086,France
INV-538374,PROD-007,Ergonomic Office Chair,1,11-10-2025 10:41,199,CUST-1086,France
INV-538375,PROD-007,Ergonomic Office Chair,1,11-10-2025 15:33,199,CUST-1021,United Kingdom
INV-538375,PROD-004,27-inch Monitor,3,11-10-2025 15:33,249.99,CUST-1021,United Kingdom
INV-538375,PROD-002,Mechanical Keyboard,2,11-10-2025 15:33,85,CUST-1021,United Kingdom
INV-538376,PROD-003,USB-C Hub,3,11-10-2025 16:34,35,CUST-1182,France
INV-538376,PROD-007,Ergonomic Office Chair,2,11-10-2025 16:34,199,CUST-1182,France
INV-538376,PROD-004,27-inch Monitor,1,11-10-2025 16:34,249.99,CUST-1182,France
INV-538376,PROD-006,Desk Mat,1,11-10-2025 16:34,15.5,CUST-1182,France
INV-538377,PROD-003,USB-C Hub,1,11-10-2025 17:31,35,CUST-1166,France
INV-538377,PROD-006,Desk Mat,1,11-10-2025 17:31,15.5,CUST-1166,France
INV-538377,PROD-004,27-inch Monitor,3,11-10-2025 17:31,249.99,CUST-1166,France
INV-538378,PROD-007,Ergonomic Office Chair,1,12-10-2025 13:05,199,CUST-1161,United Kingdom
INV-538378,PROD-004,27-inch Monitor,1,12-10-2025 13:05,249.99,CUST-1161,United Kingdom
INV-538378,PROD-003,USB-C Hub,2,12-10-2025 13:05,35,CUST-1161,United Kingdom
INV-538379,PROD-006,Desk Mat,2,12-10-2025 13:25,15.5,CUST-1107,United Kingdom
INV-538379,PROD-007,Ergonomic Office Chair,1,12-10-2025 13:25,199,CUST-1107,United Kingdom
INV-538379,PROD-002,Mechanical Keyboard,2,12-10-2025 13:25,85,CUST-1107,United Kingdom
INV-538380,PROD-002,Mechanical Keyboard,3,12-10-2025 14:25,85,CUST-1177,Germany
INV-538381,PROD-003,USB-C Hub,3,12-10-2025 17:09,35,CUST-1191,United Kingdom
INV-538381,PROD-002,Mechanical Keyboard,2,12-10-2025 17:09,85,CUST-1191,United Kingdom
INV-538381,PROD-007,Ergonomic Office Chair,3,12-10-2025 17:09,199,CUST-1191,United Kingdom
INV-538382,PROD-002,Mechanical Keyboard,3,13-10-2025 09:23,85,CUST-1129,Germany
INV-538382,PROD-003,USB-C Hub,2,13-10-2025 09:23,35,CUST-1129,Germany
INV-538383,PROD-005,Bluetooth Headphones,15,13-10-2025 09:48,59.99,CUST-1105,Germany
INV-538384,PROD-002,Mechanical Keyboard,1,13-10-2025 12:07,85,CUST-1098,Germany
INV-538384,PROD-004,27-inch Monitor,1,13-10-2025 12:07,249.99,CUST-1098,Germany
INV-538384,PROD-001,Wireless Mouse,1,13-10-2025 12:07,25,CUST-1098,Germany
INV-538385,PROD-004,27-inch Monitor,2,13-10-2025 14:02,249.99,CUST-1083,France
INV-538385,PROD-008,Laptop Stand,2,13-10-2025 14:02,29.99,CUST-1083,France
INV-538385,PROD-007,Ergonomic Office Chair,1,13-10-2025 14:02,199,CUST-1083,France
INV-538385,PROD-003,USB-C Hub,2,13-10-2025 14:02,35,CUST-1083,France
INV-538386,PROD-007,Ergonomic Office Chair,1,13-10-2025 14:35,199,CUST-1112,United Kingdom
INV-538387,PROD-002,Mechanical Keyboard,3,13-10-2025 15:12,85,CUST-1145,United Kingdom
INV-538387,PROD-003,USB-C Hub,3,13-10-2025 15:12,35,CUST-1145,United Kingdom
INV-538387,PROD-007,Ergonomic Office Chair,9,13-10-2025 15:12,199,CUST-1145,United Kingdom
INV-538388,PROD-006,Desk Mat,2,13-10-2025 16:10,15.5,CUST-1017,United Kingdom
INV-538388,PROD-008,Laptop Stand,1,13-10-2025 16:10,29.99,CUST-1017,United Kingdom
INV-538388,PROD-004,27-inch Monitor,3,13-10-2025 16:10,249.99,CUST-1017,United Kingdom
INV-538388,PROD-003,USB-C Hub,2,13-10-2025 16:10,35,CUST-1017,United Kingdom
INV-538389,PROD-003,USB-C Hub,3,13-10-2025 16:18,35,CUST-1049,United Kingdom
INV-538389,PROD-002,Mechanical Keyboard,2,13-10-2025 16:18,85,CUST-1049,United Kingdom
INV-538390,PROD-007,Ergonomic Office Chair,1,13-10-2025 16:38,199,CUST-1098,United Kingdom
INV-538391,PROD-003,USB-C Hub,1,13-10-2025 17:32,35,CUST-1164,Germany
INV-538392,PROD-004,27-inch Monitor,2,14-10-2025 11:44,249.99,CUST-1189,United Kingdom
INV-538392,PROD-007,Ergonomic Office Chair,2,14-10-2025 11:44,199,CUST-1189,United Kingdom
INV-538392,PROD-008,Laptop Stand,2,14-10-2025 11:44,29.99,CUST-1189,United Kingdom
INV-538393,PROD-001,Wireless Mouse,1,14-10-2025 13:47,25,CUST-1147,France
INV-538393,PROD-007,Ergonomic Office Chair,1,14-10-2025 13:47,199,CUST-1147,France
INV-538393,PROD-003,USB-C Hub,3,14-10-2025 13:47,35,CUST-1147,France
INV-538393,PROD-006,Desk Mat,2,14-10-2025 13:47,15.5,CUST-1147,France
INV-538394,PROD-006,Desk Mat,1,14-10-2025 15:40,15.5,CUST-1128,United Kingdom
INV-538394,PROD-001,Wireless Mouse,2,14-10-2025 15:40,25,CUST-1128,United Kingdom
INV-538394,PROD-002,Mechanical Keyboard,3,14-10-2025 15:40,85,CUST-1128,United Kingdom
INV-538394,PROD-005,Bluetooth Headphones,2,14-10-2025 15:40,59.99,CUST-1128,United Kingdom
INV-538395,PROD-005,Bluetooth Headphones,3,14-10-2025 17:51,59.99,CUST-1039,United Kingdom
INV-538395,PROD-001,Wireless Mouse,3,14-10-2025 17:51,25,CUST-1039,United Kingdom
INV-538395,PROD-003,USB-C Hub,2,14-10-2025 17:51,35,CUST-1039,United Kingdom
INV-538396,PROD-002,Mechanical Keyboard,1,15-10-2025 09:59,85,CUST-1164,United Kingdom
INV-538397,PROD-008,Laptop Stand,1,15-10-2025 10:27,29.99,CUST-1004,United Kingdom
INV-538397,PROD-005,Bluetooth Headphones,3,15-10-2025 10:27,59.99,CUST-1004,United Kingdom
INV-538397,PROD-006,Desk Mat,3,15-10-2025 10:27,15.5,CUST-1004,United Kingdom
INV-538398,PROD-008,Laptop Stand,4,15-10-2025 10:46,29.99,CUST-1075,Germany
INV-538398,PROD-005,Bluetooth Headphones,8,15-10-2025 10:46,59.99,CUST-1075,Germany
INV-538398,PROD-002,Mechanical Keyboard,4,15-10-2025 10:46,85,CUST-1075,Germany
INV-538399,PROD-007,Ergonomic Office Chair,1,15-10-2025 12:17,199,CUST-1187,United Kingdom
INV-538400,PROD-003,USB-C Hub,2,15-10-2025 12:17,35,CUST-1012,France
INV-538400,PROD-004,27-inch Monitor,1,15-10-2025 12:17,249.99,CUST-1012,France
INV-538400,PROD-006,Desk Mat,3,15-10-2025 12:17,15.5,CUST-1012,France
INV-538401,PROD-003,USB-C Hub,1,15-10-2025 12:18,35,CUST-1097,United Kingdom
INV-538401,PROD-001,Wireless Mouse,3,15-10-2025 12:18,25,CUST-1097,United Kingdom
INV-538402,PROD-007,Ergonomic Office Chair,1,15-10-2025 14:40,199,CUST-1143,United Kingdom
INV-538402,PROD-008,Laptop Stand,1,15-10-2025 14:40,29.99,CUST-1143,United Kingdom
INV-538403,PROD-003,USB-C Hub,3,15-10-2025 14:54,35,CUST-1178,United Kingdom
INV-538404,PROD-001,Wireless Mouse,1,15-10-2025 15:16,25,CUST-1047,United Kingdom
INV-538404,PROD-008,Laptop Stand,1,15-10-2025 15:16,29.99,CUST-1047,United Kingdom
INV-538405,PROD-004,27-inch Monitor,3,15-10-2025 16:50,249.99,CUST-1048,Germany
INV-538405,PROD-008,Laptop Stand,1,15-10-2025 16:50,29.99,CUST-1048,Germany
INV-538406,PROD-004,27-inch Monitor,2,16-10-2025 09:06,249.99,CUST-1031,France
INV-538406,PROD-003,USB-C Hub,3,16-10-2025 09:06,35,CUST-1031,France
INV-538406,PROD-008,Laptop Stand,2,16-10-2025 09:06,29.99,CUST-1031,France
INV-538407,PROD-002,Mechanical Keyboard,3,16-10-2025 09:14,85,CUST-1089,Germany
INV-538407,PROD-007,Ergonomic Office Chair,3,16-10-2025 09:14,199,CUST-1089,Germany
INV-538407,PROD-006,Desk Mat,3,16-10-2025 09:14,15.5,CUST-1089,Germany
INV-538407,PROD-001,Wireless Mouse,1,16-10-2025 09:14,25,CUST-1089,Germany
INV-538408,PROD-001,Wireless Mouse,2,16-10-2025 10:13,25,CUST-1144,United Kingdom
INV-538408,PROD-008,Laptop Stand,3,16-10-2025 10:13,29.99,CUST-1144,United Kingdom
INV-538408,PROD-002,Mechanical Keyboard,1,16-10-2025 10:13,85,CUST-1144,United Kingdom
INV-538409,PROD-008,Laptop Stand,3,16-10-2025 12:21,29.99,CUST-1097,United Kingdom
INV-538409,PROD-002,Mechanical Keyboard,2,16-10-2025 12:21,85,CUST-1097,United Kingdom
INV-538409,PROD-005,Bluetooth Headphones,3,16-10-2025 12:21,59.99,CUST-1097,United Kingdom
INV-538410,PROD-004,27-inch Monitor,2,16-10-2025 12:46,249.99,CUST-1056,Germany
INV-538410,PROD-006,Desk Mat,3,16-10-2025 12:46,15.5,CUST-1056,Germany
INV-538410,PROD-003,USB-C Hub,2,16-10-2025 12:46,35,CUST-1056,Germany
INV-538411,PROD-002,Mechanical Keyboard,2,16-10-2025 16:19,85,CUST-1161,France
INV-538411,PROD-005,Bluetooth Headphones,1,16-10-2025 16:19,59.99,CUST-1161,France
INV-538411,PROD-004,27-inch Monitor,3,16-10-2025 16:19,249.99,CUST-1161,France
INV-538412,PROD-008,Laptop Stand,1,17-10-2025 09:43,29.99,CUST-1039,United Kingdom
INV-538413,PROD-001,Wireless Mouse,3,17-10-2025 11:57,25,CUST-1199,United Kingdom
INV-538414,PROD-002,Mechanical Keyboard,14,17-10-2025 11:57,85,CUST-1025,United Kingdom
